Fips_code,Whether Overwhelmed Within 6 weeks
49027,0
49029,0
49031,0
49033,0
49035,0
49037,0
49039,0
49041,0
49043,1
49045,1
49047,0
49049,0
49051,1
49053,0
49055,0
49057,0
50001,0
50003,0
50005,0
50007,0
50009,0
50011,1
50013,0
50015,0
50017,0
50019,0
50021,0
50023,0
50025,0
50027,0
51001,0
51003,0
51005,0
51007,0
51009,1
51011,1
51013,0
51015,0
51017,0
51019,0
51021,0
51023,1
51025,0
51027,0
51029,0
51031,1
51033,1
51035,1
51036,0
51037,1
51041,1
51043,0
51045,0
51047,1
51049,0
51051,1
51053,1
51057,0
51059,0
51061,0
51063,0
51065,0
51067,1
51069,1
51071,1
51073,0
51075,1
51077,1
51079,1
51081,0
51083,0
51085,0
51087,0
51089,0
51091,0
51093,1
51095,0
51097,0
51099,1
51101,0
51103,1
51105,1
51107,0
51109,1
51111,0
51113,0
51115,0
51117,0
51119,0
51121,0
51125,1
51127,1
51131,0
51133,0
51135,1
51137,1
51139,1
51141,0
51143,1
51145,1
51147,0
51149,1
51153,0
51155,0
51157,0
51159,0
51161,1
51163,0
51165,1
51167,0
51169,1
51171,0
51173,0
51175,1
51177,0
51179,0
51181,0
51183,0
51185,0
51187,0
51191,0
51193,1
51195,1
51197,0
51199,0
51510,0
51520,1
51530,0
51540,0
51550,0
51570,1
51580,0
51590,0
51595,0
51600,1
51610,0
51620,0
51630,0
51640,0
51650,0
51660,0
51670,0
51678,0
51680,0
51683,0
51685,0
51690,1
51700,0
51710,0
51720,0
51730,0
51735,1
51740,0
51750,1
51760,0
51770,0
51775,0
51790,1
51800,0
51810,0
51820,1
51830,1
51840,0
53001,0
53003,1
53005,0
53007,0
53009,0
53011,0
53013,0
53015,0
53017,0
53019,0
53021,1
53023,0
53025,0
53027,0
53029,0
53031,0
53033,0
53035,0
53037,0
53039,0
53041,0
53043,0
53045,0
53047,0
53049,0
53051,0
53053,0
53055,0
53057,0
53059,0
53061,0
53063,0
53065,0
53067,0
53069,0
53071,0
53073,0
53075,0
53077,0
54001,0
54003,0
54005,1
54007,1
54009,1
54011,0
54013,0
54015,0
54017,0
54019,0
54021,0
54023,0
54025,0
54027,1
54029,0
54031,0
54033,0
54035,1
54037,1
54039,0
54041,0
54043,1
54045,0
54047,0
54049,0
54051,1
54053,0
54055,0
54057,1
54059,0
54061,0
54063,1
54065,1
54067,0
54069,0
54071,0
54073,1
54075,0
54077,1
54079,1
54081,0
54083,0
54085,1
54087,1
54089,1
54091,0
54093,0
54095,1
54097,0
54099,1
54101,0
54103,1
54105,0
54107,0
54109,1
55001,1
55003,1
55005,1
55007,1
55009,0
55011,1
55013,0
55015,1
55017,1
55019,1
55021,0
55023,1
55025,0
55027,1
55029,0
55031,1
55033,1
55035,0
55037,1
55039,1
55041,1
55043,1
55045,0
55047,0
55049,0
55051,0
55053,1
55055,0
55057,1
55059,0
55061,1
55063,0
55065,1
55067,1
55069,1
55071,0
55073,0
55075,1
55077,1
55078,1
55079,0
55081,1
55083,1
55085,0
55087,0
55089,0
55091,1
55093,1
55095,1
55097,0
55099,0
55101,1
55103,0
55105,0
55107,0
55109,1
55111,0
55113,1
55115,1
55117,1
55119,0
55121,1
55123,1
55125,0
55127,1
55129,0
55131,1
55133,0
55135,1
55137,1
55139,0
55141,0
56001,0
56003,1
56005,0
56007,0
56009,0
56011,0
56013,0
56015,0
56017,0
56019,0
56021,0
56023,0
56025,0
56027,0
56029,0
56031,0
56033,0
56035,0
56037,0
56039,0
56041,0
56043,0
56045,0
